Sample,DB,gene,allele,coverage,depth,diffs,uncertainty,divergence,length,maxMAF,clusterid,seqid,annotation
Met7509,CARD_v3.0.8_SRST2,APH6_AGly,aph6-Id.v2_172,100,21.167,2snp,edge2.0,0.239,837,0.333,13,172,
Met7514,CARD_v3.0.8_SRST2,APH6_AGly,aph6-Id.v1_171,100,12.268,1snp,,0.119,837,0.2,13,171,
Met7516,CARD_v3.0.8_SRST2,APH6_AGly,aph6-Id.v2_172,100,158.728,1snp,,0.119,837,0.037,13,172,
Met7518,CARD_v3.0.8_SRST2,APH6_AGly,aph6-Id.v1_171,100,4.544,3snp,depth4.544,0.358,837,0.5,13,171,
Met7519,CARD_v3.0.8_SRST2,APH6_AGly,aph6-Id.v1_171,100,302.946,1snp,,0.119,837,0.03,13,171,
Met7520,CARD_v3.0.8_SRST2,APH6_AGly,aph6-Id.v2_172,100,48.677,1snp,,0.119,837,0.083,13,172,
Met7521,CARD_v3.0.8_SRST2,APH6_AGly,aph6-Id.v1_171,100,23.221,1snp,,0.119,837,0.143,13,171,
Met7525,CARD_v3.0.8_SRST2,APH6_AGly,aph6-Id.v2_172,100,16.802,1snp,,0.119,837,0.167,13,172,
Met7526,CARD_v3.0.8_SRST2,APH6_AGly,aph6-Id.v2_172,97.491,7.851,2snp21holes,edge0.0,0.245,837,0.5,13,172,
Met7500,CARD_v3.0.8_SRST2,ArmA_AGly,armA_180,100,5.386,1snp,edge1.0,0.129,774,0.333,17,180,
Met7501,CARD_v3.0.8_SRST2,ArmA_AGly,armA_180,94.961,8.38,1snp39holes,edge0.0,0.136,774,0.2,17,180,
Met7502,CARD_v3.0.8_SRST2,ArmA_AGly,armA_180,100,12.674,1snp,,0.129,774,0.25,17,180,
Met7507,CARD_v3.0.8_SRST2,ArmA_AGly,armA_180,100,26.179,,,0,774,0.095,17,180,
Met7516,CARD_v3.0.8_SRST2,ArmA_AGly,armA_180,100,26.581,,,0,774,0.095,17,180,
Met7520,CARD_v3.0.8_SRST2,ArmA_AGly,armA_180,100,32.803,,,0,774,0.111,17,180,
Met7525,CARD_v3.0.8_SRST2,ArmA_AGly,armA_180,92.506,5.25,58holes,edge1.0,0,774,0.5,17,180,
Met7510,CARD_v3.0.8_SRST2,BRO_Bla,BRO-1.v1_315,100,81.833,,,0,945,0.064,59,315,
Met7511,CARD_v3.0.8_SRST2,BRO_Bla,BRO-1.v1_315,100,13.327,,,0,945,0.25,59,315,
Met7486,CARD_v3.0.8_SRST2,Cat_Phe,catA4_2233,95.872,2.027,6snp2indel26holes,edge1.0,0.955,654,0.333,326,2233,
Met7488,CARD_v3.0.8_SRST2,Cat_Phe,catIII_2253,91.433,3.502,5snp55holes,edge2.0,0.852,642,0.4,326,2253,
Met7489,CARD_v3.0.8_SRST2,Cat_Phe,catIII_2253,100,36.042,5snp,,0.779,642,0.333,326,2253,
Met7494,CARD_v3.0.8_SRST2,Cat_Phe,catA4_2233,99.847,7.289,7snp2indel,,1.07,654,0.333,326,2233,
Met7498,CARD_v3.0.8_SRST2,Cat_Phe,catP_2254,100,37.04,,,0,624,0.148,326,2254,
Met7499,CARD_v3.0.8_SRST2,Cat_Phe,catP_2254,100,38.846,,,0,624,0.098,326,2254,
Met7501,CARD_v3.0.8_SRST2,Cat_Phe,catIII_2253,100,12.863,5snp,,0.779,642,0.429,326,2253,
Met7502,CARD_v3.0.8_SRST2,Cat_Phe,catA4_2233,98.777,7.776,13snp2indel7holes,edge1.0,2.009,654,0.5,326,2233,
Met7506,CARD_v3.0.8_SRST2,Cat_Phe,catB8_2249,100,14.961,,,0,633,0.143,326,2249,
Met7507,CARD_v3.0.8_SRST2,Cat_Phe,catB8_2249,100,23.189,,,0,633,0.083,326,2249,
Met7508,CARD_v3.0.8_SRST2,Cat_Phe,catA4_2233,93.425,6.038,6snp43holes,edge0.0,0.982,654,0.25,326,2233,
Met7513,CARD_v3.0.8_SRST2,Cat_Phe,catA4_2233,99.847,9.615,10snp2indel,edge2.0,1.529,654,0.455,326,2233,
Met7514,CARD_v3.0.8_SRST2,Cat_Phe,catB7_2248,100,12.555,,,0,639,0.167,326,2248,
Met7516,CARD_v3.0.8_SRST2,Cat_Phe,catB8_2249,90.363,6.188,61holes,edge0.0,0,633,0.333,326,2249,
Met7517,CARD_v3.0.8_SRST2,Cat_Phe,catB7_2248,100,18.978,10snp,,1.565,639,0.172,326,2248,
Met7520,CARD_v3.0.8_SRST2,Cat_Phe,catB8_2249,100,9.937,,,0,633,0.25,326,2249,
Met7521,CARD_v3.0.8_SRST2,Cat_Phe,catIII_2253,100,11.596,5snp,,0.779,642,0.167,326,2253,
Met7522,CARD_v3.0.8_SRST2,Cat_Phe,catIII_2253,100,53.75,5snp,,0.779,642,0.125,326,2253,
Met7523,CARD_v3.0.8_SRST2,Cat_Phe,catIII_2253,100,58.659,1snp,NA,0.156,642,0.39,326,2253,
Met7524,CARD_v3.0.8_SRST2,Cat_Phe,catIII_2253,100,29.81,,NA,0,642,0.15,326,2253,
Met7525,CARD_v3.0.8_SRST2,Cat_Phe,catIII_2253,100,10.663,,,0,642,0.333,326,2253,
Met7526,CARD_v3.0.8_SRST2,Cat_Phe,catIII_2253,100,50.322,5snp,,0.779,642,0.105,326,2253,
Met7491,CARD_v3.0.8_SRST2,CatBx_Phe,CatB4.v1_2412,100,60,,,0,549,0.091,394,2412,
Met7494,CARD_v3.0.8_SRST2,CatBx_Phe,CatB4.v1_2412,100,272.778,,,0,549,0.031,394,2412,
Met7495,CARD_v3.0.8_SRST2,CatBx_Phe,CatB4.v1_2412,99.818,11.315,1indel,,0,549,0.333,394,2412,
Met7499,CARD_v3.0.8_SRST2,CblA_Bla,cblA-1_342,100,31.771,2snp,,0.224,891,0.15,64,342,
Met7514,CARD_v3.0.8_SRST2,CblA_Bla,cblA-1_342,100,118.24,4snp,,0.449,891,0.049,64,342,
Met7520,CARD_v3.0.8_SRST2,CblA_Bla,cblA-1_342,100,27.897,4snp,,0.449,891,0.074,64,342,
Met7489,CARD_v3.0.8_SRST2,CepA_Bla,cepA_344,100,8.423,11snp,,1.218,903,0.333,66,344,
Met7491,CARD_v3.0.8_SRST2,CepA_Bla,cepA_344,100,156.081,10snp,,1.107,903,0.041,66,344,
Met7494,CARD_v3.0.8_SRST2,CepA_Bla,cepA_344,100,129.862,10snp,,1.107,903,0.035,66,344,
Met7498,CARD_v3.0.8_SRST2,CepA_Bla,cepA_344,100,7.417,10snp,,1.107,903,0.25,66,344,
Met7499,CARD_v3.0.8_SRST2,CepA_Bla,cepA_344,100,80.545,10snp,,1.107,903,0.046,66,344,
Met7501,CARD_v3.0.8_SRST2,CepA_Bla,cepA_344,97.342,4.224,10snp24holes,edge0.0,1.138,903,0.5,66,344,
Met7521,CARD_v3.0.8_SRST2,CepA_Bla,cepA_344,97.896,7.313,4snp19holes,edge2.0,0.452,903,0.25,66,344,
Met7522,CARD_v3.0.8_SRST2,CepA_Bla,cepA_344,100,24.417,4snp,,0.443,903,0.111,66,344,
Met7526,CARD_v3.0.8_SRST2,CepA_Bla,cepA_344,100,265.405,4snp,,0.443,903,0.035,66,344,
Met7486,CARD_v3.0.8_SRST2,CfxA_Bla,cfxA3_350,100,141.42,,,0,966,0.448,69,350,
Met7488,CARD_v3.0.8_SRST2,CfxA_Bla,cfxA2.v2_352,100,8.14,,edge1.0,0,966,0.25,69,352,
Met7489,CARD_v3.0.8_SRST2,CfxA_Bla,cfxA4_351,100,500.344,1snp,,0.104,966,0.253,69,351,
Met7498,CARD_v3.0.8_SRST2,CfxA_Bla,cfxA2.v2_352,100,44.677,,,0,966,0.143,69,352,
Met7499,CARD_v3.0.8_SRST2,CfxA_Bla,cfxA2.v2_352,100,623.328,,,0,966,0.02,69,352,
Met7501,CARD_v3.0.8_SRST2,CfxA_Bla,cfxA2.v2_352,100,18.899,,,0,966,0.25,69,352,
Met7502,CARD_v3.0.8_SRST2,CfxA_Bla,cfxA2.v2_352,100,10.653,,edge1.0,0,966,0.462,69,352,
Met7512,CARD_v3.0.8_SRST2,CfxA_Bla,cfxA4_351,95.963,6.253,1snp39holes,edge0.0,0.108,966,0.333,69,351,
Met7513,CARD_v3.0.8_SRST2,CfxA_Bla,cfxA4_351,93.996,6.19,2snp58holes,edge0.0,0.22,966,0.5,69,351,
Met7514,CARD_v3.0.8_SRST2,CfxA_Bla,cfxA3_350,100,634.377,,,0,966,0.027,69,350,
Met7526,CARD_v3.0.8_SRST2,CfxA_Bla,cfxA3_350,100,62.189,47snp,,4.865,966,0.471,69,350,
Met7486,CARD_v3.0.8_SRST2,Cmr_Phe,cmx_2268,97.364,5.751,6snp31holes,edge1.0,0.524,1176,0.333,331,2268,
Met7501,CARD_v3.0.8_SRST2,Cmr_Phe,cmx_2268,91.582,5.655,99holes,edge2.0,0,1176,0.5,331,2268,
Met7502,CARD_v3.0.8_SRST2,Cmr_Phe,cmx_2268,93.537,5.013,1snp76holes,edge1.0,0.091,1176,0.333,331,2268,
Met7516,CARD_v3.0.8_SRST2,Cmr_Phe,cmx_2268,100,122.649,1snp,,0.085,1176,0.337,331,2268,
Met7486,CARD_v3.0.8_SRST2,CrpP_Flq,crpP_1919,100,8.623,3snp,edge1.0,1.515,198,0.4,169,1919,
Met7501,CARD_v3.0.8_SRST2,CrpP_Flq,crpP_1919,100,23,4snp,,2.02,198,0.471,169,1919,
Met7503,CARD_v3.0.8_SRST2,CrpP_Flq,crpP_1919,100,10.764,3snp,,1.515,198,0.25,169,1919,
Met7506,CARD_v3.0.8_SRST2,CrpP_Flq,crpP_1919,100,169.296,2snp,,1.01,198,0.452,169,1919,
Met7507,CARD_v3.0.8_SRST2,CrpP_Flq,crpP_1919,100,85.045,2snp,,1.01,198,0.422,169,1919,
Met7514,CARD_v3.0.8_SRST2,CrpP_Flq,crpP_1919,100,13.452,9snp,,4.545,198,0.2,169,1919,
Met7516,CARD_v3.0.8_SRST2,CrpP_Flq,crpP_1919,100,13.497,2snp,,1.01,198,0.333,169,1919,
Met7517,CARD_v3.0.8_SRST2,CrpP_Flq,crpP_1919,100,11.588,10snp,,5.051,198,0.2,169,1919,
Met7520,CARD_v3.0.8_SRST2,CrpP_Flq,crpP_1919,100,1.613,10snp,edge1.0,5.051,198,0.5,169,1919,
Met7521,CARD_v3.0.8_SRST2,CrpP_Flq,crpP_1919,100,63.899,10snp,,5.051,198,0.074,169,1919,
Met7523,CARD_v3.0.8_SRST2,CrpP_Flq,crpP_1919,100,164.372,10snp,NA,5.051,198,0.049,169,1919,
Met7524,CARD_v3.0.8_SRST2,CrpP_Flq,crpP_1919,100,196.216,10snp,NA,5.051,198,0.034,169,1919,
Met7526,CARD_v3.0.8_SRST2,CrpP_Flq,crpP_1919,100,75.724,10snp,,5.051,198,0.033,169,1919,
Met7491,CARD_v3.0.8_SRST2,CTX-M_Bla,CTX-M-71_597,93.836,5.214,54holes,edge2.0,0,876,0.333,79,597,
Met7494,CARD_v3.0.8_SRST2,CTX-M_Bla,CTX-M-15_530,100,52.052,,,0,876,0.081,79,530,
Met7496,CARD_v3.0.8_SRST2,CTX-M_Bla,CTX-M-15_530,100,11.832,,,0,876,0.25,79,530,
Met7486,CARD_v3.0.8_SRST2,Dfr_Tmt,dfrB5_2397,100,14.584,,,0,237,0.176,390,2397,
Met7488,CARD_v3.0.8_SRST2,Dfr_Tmt,dfrA1.v1_2357,100,86.526,,,0,474,0.086,390,2357,
Met7489,CARD_v3.0.8_SRST2,Dfr_Tmt,dfrA1.v1_2357,100,411.008,,,0,474,0.026,390,2357,
Met7490,CARD_v3.0.8_SRST2,Dfr_Tmt,dfrF_2404,93.939,5.369,30holes,,0,495,0.25,390,2404,
Met7491,CARD_v3.0.8_SRST2,Dfr_Tmt,dfrF_2404,100,355.044,,,0,495,0.026,390,2404,
Met7492,CARD_v3.0.8_SRST2,Dfr_Tmt,dfrC_2400,100,103.821,,,0,486,0.391,390,2400,
Met7493,CARD_v3.0.8_SRST2,Dfr_Tmt,dfrC_2400,100,30.187,,,0,486,0.25,390,2400,
Met7494,CARD_v3.0.8_SRST2,Dfr_Tmt,dfrA14.v1_2362,100,61.819,,,0,474,0.058,390,2362,
Met7495,CARD_v3.0.8_SRST2,Dfr_Tmt,dfrA14.v1_2362,100,6.823,,edge2.0,0,474,0.5,390,2362,
Met7496,CARD_v3.0.8_SRST2,Dfr_Tmt,dfrA14.v1_2362,100,10.697,,,0,474,0.143,390,2362,
Met7497,CARD_v3.0.8_SRST2,Dfr_Tmt,dfrC_2400,100,95.6,2snp,,0.412,486,0.471,390,2400,
Met7498,CARD_v3.0.8_SRST2,Dfr_Tmt,dfrF_2404,100,174.611,,,0,495,0.452,390,2404,
Met7499,CARD_v3.0.8_SRST2,Dfr_Tmt,dfrF_2404,100,136.337,,,0,495,0.275,390,2404,
Met7500,CARD_v3.0.8_SRST2,Dfr_Tmt,dfrA1.v1_2357,100,8.145,,,0,474,0.25,390,2357,
Met7501,CARD_v3.0.8_SRST2,Dfr_Tmt,dfrA12_2360,100,10.116,,,0,498,0.25,390,2360,
Met7502,CARD_v3.0.8_SRST2,Dfr_Tmt,dfrA1.v1_2357,100,41.242,,,0,474,0.055,390,2357,
Met7503,CARD_v3.0.8_SRST2,Dfr_Tmt,dfrC_2400,100,139.509,5snp,,1.029,486,0.263,390,2400,
Met7504,CARD_v3.0.8_SRST2,Dfr_Tmt,dfrC_2400,100,854.318,5snp,NA,1.029,486,0.021,390,2400,
Met7505,CARD_v3.0.8_SRST2,Dfr_Tmt,dfrC_2400,100,69.612,5snp,,1.029,486,0.083,390,2400,
Met7506,CARD_v3.0.8_SRST2,Dfr_Tmt,dfrA1.v1_2357,100,6.324,2snp,edge1.0,0.422,474,0.333,390,2357,
Met7507,CARD_v3.0.8_SRST2,Dfr_Tmt,dfrA1.v1_2357,94.726,17.48,25holes,edge0.0,0,474,0.333,390,2357,
Met7509,CARD_v3.0.8_SRST2,Dfr_Tmt,dfrC_2400,100,76.259,2snp,,0.412,486,0.481,390,2400,
Met7510,CARD_v3.0.8_SRST2,Dfr_Tmt,dfrC_2400,100,9.881,4snp,,0.823,486,0.429,390,2400,
Met7511,CARD_v3.0.8_SRST2,Dfr_Tmt,dfrC_2400,100,11.653,4snp,edge2.0,0.823,486,0.5,390,2400,
Met7514,CARD_v3.0.8_SRST2,Dfr_Tmt,dfrG_2405,96.988,8.901,15holes,edge0.0,0,498,0.5,390,2405,
Met7515,CARD_v3.0.8_SRST2,Dfr_Tmt,dfrC_2400,100,6.474,5snp,edge2.0,1.029,486,0.5,390,2400,
Met7516,CARD_v3.0.8_SRST2,Dfr_Tmt,dfrA1.v1_2357,100,45.133,,,0,474,0.057,390,2357,
Met7517,CARD_v3.0.8_SRST2,Dfr_Tmt,dfrC_2400,96.296,3.173,4snp18holes,edge0.0,0.855,486,0.5,390,2400,
Met7518,CARD_v3.0.8_SRST2,Dfr_Tmt,dfrC_2400,100,4159.583,5snp,,1.029,486,0.264,390,2400,
Met7519,CARD_v3.0.8_SRST2,Dfr_Tmt,dfrC_2400,100,3262.84,5snp,,1.029,486,0.152,390,2400,
Met7520,CARD_v3.0.8_SRST2,Dfr_Tmt,dfrA12_2360,100,27.611,trun,,0,498,0.143,390,2360,
Met7521,CARD_v3.0.8_SRST2,Dfr_Tmt,dfrF_2404,100,6.002,,edge2.0,0,495,0.333,390,2404,
Met7522,CARD_v3.0.8_SRST2,Dfr_Tmt,dfrA1.v1_2357,100,100.678,,,0,474,0.039,390,2357,
Met7523,CARD_v3.0.8_SRST2,Dfr_Tmt,dfrA1.v1_2357,100,171.789,,NA,0,474,0.039,390,2357,
Met7524,CARD_v3.0.8_SRST2,Dfr_Tmt,dfrA1.v1_2357,100,49.244,,NA,0,474,0.118,390,2357,
Met7525,CARD_v3.0.8_SRST2,Dfr_Tmt,dfrA12_2360,100,11.537,,,0,498,0.333,390,2360,
Met7526,CARD_v3.0.8_SRST2,Dfr_Tmt,dfrA12_2360,100,5.745,,,0,498,0.143,390,2360,
Met7489,CARD_v3.0.8_SRST2,DHA_Bla,DHA-12_638,100,27.606,88snp,,7.719,1140,0.25,81,638,
Met7501,CARD_v3.0.8_SRST2,DHA_Bla,DHA-1_636,100,4.42,56snp,depth4.42,4.912,1140,0.5,81,636,
Met7502,CARD_v3.0.8_SRST2,DHA_Bla,DHA-15_641,94.123,3.849,41snp2indel66holes,edge0.0,3.818,1140,0.5,81,641,
Met7514,CARD_v3.0.8_SRST2,DHA_Bla,DHA-1_636,98.684,6.121,1snp15holes,edge0.0,0.089,1140,0.4,81,636,
Met7516,CARD_v3.0.8_SRST2,DHA_Bla,DHA-1_636,100,37.422,,,0,1140,0.217,81,636,
Met7520,CARD_v3.0.8_SRST2,DHA_Bla,DHA-1_636,100,17.042,,edge1.0,0,1140,0.438,81,636,
Met7522,CARD_v3.0.8_SRST2,DHA_Bla,DHA-15_641,98.07,8.419,61snp2indel21holes,edge0.0,5.451,1140,0.333,81,641,
Met7525,CARD_v3.0.8_SRST2,DHA_Bla,DHA-1_636,99.035,7.52,12snp11holes,edge0.0,1.063,1140,0.5,81,636,
Met7486,CARD_v3.0.8_SRST2,Erm_MLS,ermF_2143,100,107.69,2snp,,0.25,801,0.054,267,2143,
Met7488,CARD_v3.0.8_SRST2,Erm_MLS,ermC.v2_2139,100,24.545,1snp,edge2.0,0.136,735,0.143,267,2139,
Met7489,CARD_v3.0.8_SRST2,Erm_MLS,ermG.v1_2144,92.245,6.658,2snp57holes,edge2.0,0.295,735,0.4,267,2144,
Met7490,CARD_v3.0.8_SRST2,Erm_MLS,ermF_2143,97.129,3.151,3snp23holes,edge1.0,0.386,801,0.5,267,2143,
Met7491,CARD_v3.0.8_SRST2,Erm_MLS,ermG.v1_2144,100,45.065,,,0,735,0.078,267,2144,
Met7492,CARD_v3.0.8_SRST2,Erm_MLS,ermA_2135,100,88.883,1snp,,0.137,732,0.045,267,2135,
Met7493,CARD_v3.0.8_SRST2,Erm_MLS,ermA_2135,100,34.166,1snp,,0.137,732,0.074,267,2135,
Met7494,CARD_v3.0.8_SRST2,Erm_MLS,ermG.v1_2144,100,78.204,,,0,735,0.095,267,2144,
Met7495,CARD_v3.0.8_SRST2,Erm_MLS,ermX_2156,99.883,12.404,5snp2indel,,0.585,855,0.2,267,2156,
Met7497,CARD_v3.0.8_SRST2,Erm_MLS,ermA_2135,100,29.876,1snp,,0.137,732,0.091,267,2135,
Met7498,CARD_v3.0.8_SRST2,Erm_MLS,ermG.v1_2144,100,32.289,,,0,735,0.233,267,2144,
Met7499,CARD_v3.0.8_SRST2,Erm_MLS,ermG.v1_2144,100,10.254,,edge2.0,0,735,0.2,267,2144,
Met7501,CARD_v3.0.8_SRST2,Erm_MLS,ermB.v1_2136,100,36.325,,,0,738,0.273,267,2136,
Met7502,CARD_v3.0.8_SRST2,Erm_MLS,ermB.v1_2136,90.244,5.226,1snp72holes,edge1.0,0.15,738,0.5,267,2136,
Met7503,CARD_v3.0.8_SRST2,Erm_MLS,ermC.v2_2139,100,754.644,1snp,,0.136,735,0.079,267,2139,
Met7504,CARD_v3.0.8_SRST2,Erm_MLS,ermX_2156,99.883,870.381,5snp2indel,NA,0.585,855,0.277,267,2156,
Met7505,CARD_v3.0.8_SRST2,Erm_MLS,ermC.v2_2139,100,361.156,1snp,,0.136,735,0.219,267,2139,
Met7506,CARD_v3.0.8_SRST2,Erm_MLS,ermX_2156,99.883,24.317,5snp2indel,,0.585,855,0.161,267,2156,
Met7507,CARD_v3.0.8_SRST2,Erm_MLS,ermX_2156,99.883,171.675,5snp2indel,,0.585,855,0.095,267,2156,
Met7508,CARD_v3.0.8_SRST2,Erm_MLS,ermX_2156,99.883,9.082,5snp2indel,,0.585,855,0.167,267,2156,
Met7509,CARD_v3.0.8_SRST2,Erm_MLS,ermC.v2_2139,100,81.272,1snp,,0.136,735,0.077,267,2139,
Met7510,CARD_v3.0.8_SRST2,Erm_MLS,ermX_2156,99.883,143.625,5snp2indel,,0.585,855,0.07,267,2156,
Met7511,CARD_v3.0.8_SRST2,Erm_MLS,ermX_2156,99.883,51.752,5snp2indel,,0.585,855,0.068,267,2156,
Met7513,CARD_v3.0.8_SRST2,Erm_MLS,ermC.v1_2138,93.878,7.054,45holes,edge0.0,0,735,0.5,267,2138,
Met7514,CARD_v3.0.8_SRST2,Erm_MLS,ermC.v2_2139,100,11.704,1snp,,0.136,735,0.25,267,2139,
Met7516,CARD_v3.0.8_SRST2,Erm_MLS,ermA_2135,97.814,11.025,3snp16holes,edge0.0,0.419,732,0.5,267,2135,
Met7517,CARD_v3.0.8_SRST2,Erm_MLS,ermX_2156,91.813,5.05,4snp2indel69holes,edge0.0,0.509,855,0.5,267,2156,
Met7518,CARD_v3.0.8_SRST2,Erm_MLS,ermX_2156,99.883,11.534,4snp2indel,,0.468,855,0.5,267,2156,
Met7519,CARD_v3.0.8_SRST2,Erm_MLS,ermC.v2_2139,100,236.779,1snp,,0.136,735,0.038,267,2139,
Met7520,CARD_v3.0.8_SRST2,Erm_MLS,ermB.v1_2136,100,29.848,3snp,,0.407,738,0.3,267,2136,
Met7521,CARD_v3.0.8_SRST2,Erm_MLS,ermB.v1_2136,96.612,4.382,3snp25holes,edge2.0,0.421,738,0.333,267,2136,
Met7522,CARD_v3.0.8_SRST2,Erm_MLS,ermF_2143,100,17.833,7snp,,0.874,801,0.476,267,2143,
Met7524,CARD_v3.0.8_SRST2,Erm_MLS,ermX_2156,99.883,17.114,5snp2indel,NA,0.585,855,0.133,267,2156,
Met7525,CARD_v3.0.8_SRST2,Erm_MLS,ermA_2135,90.71,9.663,1snp68holes,edge0.0,0.151,732,0.2,267,2135,
Met7526,CARD_v3.0.8_SRST2,Erm_MLS,ermC.v2_2139,100,6.73,3snp,edge1.0,0.408,735,0.5,267,2139,
Met7500,CARD_v3.0.8_SRST2,FloR_Phe,floR.v2_2272,93.827,2.002,2snp75holes,edge1.0,0.175,1215,0.5,333,2272,
Met7507,CARD_v3.0.8_SRST2,FloR_Phe,floR.v2_2272,97.613,3.625,1snp29holes,edge1.0,0.084,1215,0.5,333,2272,
Met7520,CARD_v3.0.8_SRST2,FloR_Phe,floR.v2_2272,100,22.31,1snp,,0.082,1215,0.1,333,2272,
Met7526,CARD_v3.0.8_SRST2,FloR_Phe,floR.v2_2272,90.453,3.206,1snp116holes,edge2.0,0.091,1215,0.333,333,2272,
Met7489,CARD_v3.0.8_SRST2,KPC_Bla,KPC-3_819,100,3.648,1snp,edge2.0,0.113,882,0.5,104,819,
Met7493,CARD_v3.0.8_SRST2,KPC_Bla,KPC-3_819,92.744,4.236,1snp64holes,edge0.0,0.122,882,0.333,104,819,
Met7494,CARD_v3.0.8_SRST2,KPC_Bla,KPC-3_819,94.104,2.421,2snp52holes,edge1.0,0.241,882,0.5,104,819,
Met7501,CARD_v3.0.8_SRST2,KPC_Bla,KPC-3_819,100,12.659,,,0,882,0.167,104,819,
Met7516,CARD_v3.0.8_SRST2,KPC_Bla,KPC-3_819,100,43.753,,,0,882,0.061,104,819,
Met7520,CARD_v3.0.8_SRST2,KPC_Bla,KPC-3_819,97.052,5.215,26holes,edge1.0,0,882,0.5,104,819,
Met7522,CARD_v3.0.8_SRST2,KPC_Bla,KPC-3_819,97.279,3.857,24holes,edge0.0,0,882,0.5,104,819,
Met7525,CARD_v3.0.8_SRST2,KPC_Bla,KPC-3_819,94.785,4.244,1snp1indel46holes,depth4.244,0.12,882,0.5,104,819,
Met7526,CARD_v3.0.8_SRST2,KPC_Bla,KPC-3_819,100,39.101,,,0,882,0.067,104,819,
Met7493,CARD_v3.0.8_SRST2,LnuA_MLS,lnuA_2161,94.033,2.738,4snp29holes,edge1.0,0.875,486,0.5,270,2161,
Met7501,CARD_v3.0.8_SRST2,LnuA_MLS,lnuA_2161,100,11.969,3snp,edge2.0,0.617,486,0.5,270,2161,
Met7502,CARD_v3.0.8_SRST2,LnuA_MLS,lnuA_2161,100,3.234,6snp,edge1.0,1.235,486,0.5,270,2161,
Met7509,CARD_v3.0.8_SRST2,LnuA_MLS,lnuA_2161,100,10.632,3snp,edge2.0,0.617,486,0.1,270,2161,
Met7519,CARD_v3.0.8_SRST2,LnuA_MLS,lnuA_2161,100,6.515,3snp,,0.617,486,0.25,270,2161,
Met7520,CARD_v3.0.8_SRST2,LnuA_MLS,lnuA_2161,100,8.846,4snp,edge2.0,0.823,486,0.25,270,2161,
Met7525,CARD_v3.0.8_SRST2,LnuA_MLS,lnuA_2161,100,19.458,3snp,,0.617,486,0.222,270,2161,
Met7498,CARD_v3.0.8_SRST2,LnuC_MLS,lnuC_2163,100,11.879,4snp,,0.808,495,0.333,272,2163,
Met7499,CARD_v3.0.8_SRST2,LnuC_MLS,lnuC_2163,100,21.423,4snp,,0.808,495,0.471,272,2163,
Met7520,CARD_v3.0.8_SRST2,LnuC_MLS,lnuC_2163,100,33.063,4snp,,0.808,495,0.071,272,2163,
Met7522,CARD_v3.0.8_SRST2,LnuC_MLS,lnuC_2163,100,5.54,4snp,,0.808,495,0.333,272,2163,
Met7525,CARD_v3.0.8_SRST2,LnuC_MLS,lnuC_2163,100,10.468,4snp,,0.808,495,0.167,272,2163,
Met7526,CARD_v3.0.8_SRST2,LnuC_MLS,lnuC_2163,100,56.335,4snp,,0.808,495,0.051,272,2163,
Met7501,CARD_v3.0.8_SRST2,LsaA_MLS,lsaA_2169,95.324,5.551,25snp70holes,,1.752,1497,0.5,277,2169,
Met7514,CARD_v3.0.8_SRST2,LsaA_MLS,lsaA_2169,98.397,5.619,22snp24holes,,1.494,1497,0.5,277,2169,
Met7489,CARD_v3.0.8_SRST2,Mel_MLS,mel_2099,94.007,10.724,57snp73holes,edge0.0,4.978,1218,0.2,255,2099,
Met7498,CARD_v3.0.8_SRST2,Mel_MLS,mel_2099,100,10.683,46snp,,3.777,1218,0.5,255,2099,
Met7501,CARD_v3.0.8_SRST2,Mel_MLS,mel_2099,98.604,4.992,51snp17holes,edge0.0,4.246,1218,0.5,255,2099,
Met7514,CARD_v3.0.8_SRST2,Mel_MLS,mel_2099,98.933,58.167,50snp13holes,,4.149,1218,0.382,255,2099,
Met7520,CARD_v3.0.8_SRST2,Mel_MLS,mel_2099,93.35,6.95,48snp81holes,edge2.0,4.222,1218,0.5,255,2099,
Met7526,CARD_v3.0.8_SRST2,Mel_MLS,mel_2099,96.88,7.867,45snp38holes,edge1.0,3.814,1218,0.5,255,2099,
Met7489,CARD_v3.0.8_SRST2,MphA_MLS,mphA_2174,94.812,2.614,1snp47holes,edge0.0,0.116,906,0.5,282,2174,
Met7494,CARD_v3.0.8_SRST2,MphA_MLS,mphA_2174,95.695,3.356,39holes,depth3.356,0,906,0.5,282,2174,
Met7516,CARD_v3.0.8_SRST2,MphA_MLS,mphA_2174,100,35.712,,,0,906,0.063,282,2174,
Met7520,CARD_v3.0.8_SRST2,MphA_MLS,mphA_2174,100,22.585,,,0,906,0.111,282,2174,
Met7495,CARD_v3.0.8_SRST2,MphC_MLS,mphC.v1_2177,91.556,2.492,76holes,edge2.0,0,900,0.5,284,2177,
Met7496,CARD_v3.0.8_SRST2,MphC_MLS,mphC.v1_2177,100,16.001,,edge1.0,0,900,0.167,284,2177,
Met7501,CARD_v3.0.8_SRST2,MphC_MLS,mphC.v1_2177,100,20.416,,edge1.0,0,900,0.333,284,2177,
Met7502,CARD_v3.0.8_SRST2,MphC_MLS,mphC.v1_2177,100,8.771,,,0,900,0.25,284,2177,
Met7509,CARD_v3.0.8_SRST2,MphC_MLS,mphC.v1_2177,100,66.523,,,0,900,0.087,284,2177,
Met7514,CARD_v3.0.8_SRST2,MphC_MLS,mphC.v1_2177,98.778,7.737,11holes,edge0.0,0,900,0.286,284,2177,
