user_genome,domain,phylum,class,order,family,genus,species,Unique_ptid,site_specific,Survey_Period
Met5723_refinement_out_metawrap_50_10_bins_bin.7,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Escherichia,s__Escherichia coli,4,An,2
Met5725_refinement_out_metawrap_50_10_bins_bin.7,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Mycobacteriales,f__Mycobacteriaceae,g__Corynebacterium,s__Corynebacterium massiliense,4,Fg,2
Met5728_refinement_out_metawrap_50_10_bins_bin.7,d__Bacteria,p__Firmicutes_C,c__Negativicutes,o__Acidaminococcales,f__Acidaminococcaceae,g__Acidaminococcus,s__Acidaminococcus intestini,2,An,3
Met5732_refinement_out_metawrap_50_10_bins_bin.7,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Ruminococcus_B,s__Ruminococcus_B gnavus,2,Ic,3
Met5735_refinement_out_metawrap_50_10_bins_bin.7,d__Bacteria,p__Actinobacteriota,c__Coriobacteriia,o__Coriobacteriales,f__Atopobiaceae,g__Fannyhessea,s__Fannyhessea vaginae,15,N,3
Met5737_refinement_out_metawrap_50_10_bins_bin.7,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Porphyromonadaceae,g__Porphyromonas_A,s__Porphyromonas_A somerae,15,An,3
Met5738_refinement_out_metawrap_50_10_bins_bin.7,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Tissierellales,f__Peptoniphilaceae,g__Peptoniphilus_A,s__Peptoniphilus_A harei,5,Tw,3
Met5739_refinement_out_metawrap_50_10_bins_bin.7,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Morganella,s__Morganella morganii,5,Fg,3
Met5740_refinement_out_metawrap_50_10_bins_bin.7,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Moraxellaceae,g__Acinetobacter,s__Acinetobacter baumannii,5,Ic,3
Met5748_refinement_out_metawrap_50_10_bins_bin.7,d__Bacteria,p__Firmicutes,c__Bacilli,o__Staphylococcales,f__Staphylococcaceae,g__Staphylococcus,s__Staphylococcus pettenkoferi,4,Fg,3
Met5750_refinement_out_metawrap_50_10_bins_bin.7,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Morganella,s__Morganella morganii,4,Ic,3
Met5752_refinement_out_metawrap_50_10_bins_bin.7,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Oscillospirales,f__Acutalibacteraceae,g__Fimivicinus,s__Fimivicinus sp900544375,54,Fg,1
Met5753_refinement_out_metawrap_50_10_bins_bin.7,d__Bacteria,p__Synergistota,c__Synergistia,o__Synergistales,f__Synergistaceae,g__Cloacibacillus,s__Cloacibacillus evryensis,54,Ic,1
Met5759_refinement_out_metawrap_50_10_bins_bin.7,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Frisingicoccus,s__Frisingicoccus sp900753685,17,An,1
Met5761_refinement_out_metawrap_50_10_bins_bin.7,d__Bacteria,p__Firmicutes,c__Bacilli,o__Staphylococcales,f__Staphylococcaceae,g__Staphylococcus,s__Staphylococcus epidermidis,17,Tw,1
Met5762_refinement_out_metawrap_50_10_bins_bin.7,d__Bacteria,p__Firmicutes,c__Bacilli,o__Staphylococcales,f__Staphylococcaceae,g__Staphylococcus,s__Staphylococcus epidermidis,31,Fg,1
Met5763_refinement_out_metawrap_50_10_bins_bin.7,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Morganella,s__Morganella morganii,31,N,1
Met5769_refinement_out_metawrap_50_10_bins_bin.7,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Actinomycetales,f__Bifidobacteriaceae,g__Bifidobacterium,s__Bifidobacterium breve,25,An,1
Met5778_refinement_out_metawrap_50_10_bins_bin.7,d__Bacteria,p__Firmicutes_C,c__Negativicutes,o__Veillonellales,f__Veillonellaceae,g__Veillonella_A,s__Veillonella_A sp018364065,40,An,1
Met5780_refinement_out_metawrap_50_10_bins_bin.7,d__Bacteria,p__Firmicutes,c__Bacilli,o__Staphylococcales,f__Staphylococcaceae,g__Staphylococcus,s__Staphylococcus ureilyticus,40,Tw,1
Met5781_refinement_out_metawrap_50_10_bins_bin.7,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Moraxellaceae,g__Acinetobacter,s__Acinetobacter baumannii,34,An,1
Met5782_refinement_out_metawrap_50_10_bins_bin.7,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Moraxellaceae,g__Acinetobacter,s__Acinetobacter baumannii,34,Ic,1
Met5784_refinement_out_metawrap_50_10_bins_bin.7,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Tissierellales,f__Peptoniphilaceae,g__Finegoldia,s__Finegoldia magna,16,Tw,1
Met5787_refinement_out_metawrap_50_10_bins_bin.7,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Providencia,s__Providencia stuartii,11,An,1
Met5788_refinement_out_metawrap_50_10_bins_bin.7,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Oscillospirales,f__Acutalibacteraceae,g__Fimivicinus,s__Fimivicinus sp900544715,11,Ic,1
Met5789_refinement_out_metawrap_50_10_bins_bin.7,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Blautia,s__Blautia coccoides,27,An,1
Met5791_refinement_out_metawrap_50_10_bins_bin.7,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Escherichia,s__Escherichia coli,27,Ic,1
Met5795_refinement_out_metawrap_50_10_bins_bin.7,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Mycobacteriales,f__Mycobacteriaceae,g__Corynebacterium,s__Corynebacterium massiliense,3,Fg,1
Met5796_refinement_out_metawrap_50_10_bins_bin.7,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Bacteroides,s__Bacteroides fragilis,3,Ic,1
Met5799_refinement_out_metawrap_50_10_bins_bin.7,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Phocaeicola,s__Phocaeicola vulgatus,26,An,1
Met5802_refinement_out_metawrap_50_10_bins_bin.7,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Oscillospirales,f__Acutalibacteraceae,g__UBA1417,s__UBA1417 sp900549945,18,An,1
Met5803_refinement_out_metawrap_50_10_bins_bin.7,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Tissierellales,f__Peptoniphilaceae,g__Anaerococcus,s__,18,Fg,1
Met5804_refinement_out_metawrap_50_10_bins_bin.7,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Morganella,s__Morganella morganii,18,Ic,1
Met5808_refinement_out_metawrap_50_10_bins_bin.7,d__Bacteria,p__Firmicutes,c__Bacilli,o__Staphylococcales,f__Staphylococcaceae,g__Staphylococcus,s__Staphylococcus simulans,52,Tw,1
Met5809_refinement_out_metawrap_50_10_bins_bin.7,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Phocaeicola,s__Phocaeicola dorei,38,An,1
Met5812_refinement_out_metawrap_50_10_bins_bin.7,d__Bacteria,p__Firmicutes,c__Bacilli,o__Erysipelotrichales,f__Coprobacillaceae,g__Erysipelatoclostridium,s__,41,An,1
Met5815_refinement_out_metawrap_50_10_bins_bin.7,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Oscillospirales,f__Ruminococcaceae,g__Faecalibacterium,s__Faecalibacterium prausnitzii,54,An,2
Met7486_refinement_outMetawrap_50_10_bins_bin.7,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Mycobacteriales,f__Mycobacteriaceae,g__Corynebacterium,s__Corynebacterium striatum,15,N,1
Met7491_refinement_outMetawrap_50_10_bins_bin.7,d__Bacteria,p__Firmicutes,c__Bacilli,o__Erysipelotrichales,f__Coprobacillaceae,g__Erysipelatoclostridium,s__Erysipelatoclostridium ramosum,27,An,3
Met7494_refinement_outMetawrap_50_10_bins_bin.7,d__Bacteria,p__Desulfobacterota_I,c__Desulfovibrionia,o__Desulfovibrionales,f__Desulfovibrionaceae,g__Desulfovibrio,s__Desulfovibrio fairfieldensis,27,Ic,3
Met7498_refinement_outMetawrap_50_10_bins_bin.7,d__Bacteria,p__Desulfobacterota_I,c__Desulfovibrionia,o__Desulfovibrionales,f__Desulfovibrionaceae,g__Desulfovibrio,s__Desulfovibrio fairfieldensis,31,An,1
Met7499_refinement_outMetawrap_50_10_bins_bin.7,d__Bacteria,p__Firmicutes_C,c__Negativicutes,o__Veillonellales,f__Veillonellaceae,g__Veillonella,s__Veillonella parvula_A,31,An,2
Met7503_refinement_outMetawrap_50_10_bins_bin.7,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Tissierellales,f__Peptoniphilaceae,g__Anaerococcus,s__Anaerococcus nagyae,31,Tw,1
Met7504_refinement_outMetawrap_50_10_bins_bin.7,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Mycobacteriales,f__Mycobacteriaceae,g__Corynebacterium,s__Corynebacterium aurimucosum_E,31,Tw,2
Met7505_refinement_outMetawrap_50_10_bins_bin.7,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Tissierellales,f__Peptoniphilaceae,g__Anaerococcus,s__Anaerococcus nagyae,31,Tw,3
Met7514_refinement_out_metawrap_50_10_bins_bin.7,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Enterocloster,s__Enterocloster bolteae,53,An,2
Met7526_refinement_outMetawrap_50_10_bins_bin.7,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Oscillospirales,f__Acutalibacteraceae,g__Anaeromassilibacillus,s__Anaeromassilibacillus stercoravium,54,Tw,3
Met4826_refinement_out_metawrap_50_10_bins_bin.8,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Moraxellaceae,g__Acinetobacter,s__Acinetobacter baumannii,53,Ea,2
Met4827_refinement_out_metawrap_50_10_bins_bin.8,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Enterocloster,s__Enterocloster bolteae,53,Ic,2
Met4849_refinement_out_metawrap_50_10_bins_bin.8,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Tissierellales,f__Peptoniphilaceae,g__,s__,46,Fg,2
Met4853_refinement_out_metawrap_50_10_bins_bin.8,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Ruminococcus_B,s__Ruminococcus_B gnavus,28,Ic,2
Met4854_refinement_out_metawrap_50_10_bins_bin.8,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Tannerellaceae,g__Parabacteroides,s__Parabacteroides distasonis,28,An,2
Met4861_refinement_out_metawrap_50_10_bins_bin.8,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Bacteroides,s__Bacteroides xylanisolvens,28,An,3
Met4862_refinement_out_metawrap_50_10_bins_bin.8,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Actinomycetales,f__Bifidobacteriaceae,g__Bifidobacterium,s__Bifidobacterium pseudocatenulatum,28,Tw,3
Met4863_refinement_out_metawrap_50_10_bins_bin.8,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Oligella,s__Oligella urethralis,28,Fg,3
Met4866_refinement_out_metawrap_50_10_bins_bin.8,d__Bacteria,p__Firmicutes,c__Bacilli,o__Staphylococcales,f__Staphylococcaceae,g__Staphylococcus,s__Staphylococcus epidermidis,23,Ea,3
Met4873_refinement_out_metawrap_50_10_bins_bin.8,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Clostridium_AP,s__Clostridium_AP scindens,53,An,3
Met4880_refinement_out_metawrap_50_10_bins_bin.8,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Proteus,s__Proteus mirabilis,46,An,3
Met5657_refinement_out_metawrap_50_10_bins_bin.8,d__Bacteria,p__Firmicutes_C,c__Negativicutes,o__Veillonellales,f__Megasphaeraceae,g__Megasphaera,s__Megasphaera sp001546855,2,Ic,1
Met5658_refinement_out_metawrap_50_10_bins_bin.8,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Blautia,s__Blautia sp001304935,2,An,1
Met5660_refinement_out_metawrap_50_10_bins_bin.8,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Tissierellales,f__Peptoniphilaceae,g__Anaerococcus,s__,2,Fg,1
Met5663_refinement_out_metawrap_50_10_bins_bin.8,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Sutterella,s__Sutterella wadsworthensis,46,An,1
Met5666_refinement_out_metawrap_50_10_bins_bin.8,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Mycobacteriales,f__Mycobacteriaceae,g__Corynebacterium,s__Corynebacterium sp001815935,28,Fg,1
Met5668_refinement_out_metawrap_50_10_bins_bin.8,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Mediterraneibacter,s__,28,Ic,1
Met5669_refinement_out_metawrap_50_10_bins_bin.8,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Neisseriaceae,g__Neisseria,s__Neisseria subflava_A,28,N,1
Met5670_refinement_out_metawrap_50_10_bins_bin.8,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Aerococcaceae,g__Aerococcus,s__,4,Fg,1
Met5674_refinement_out_metawrap_50_10_bins_bin.8,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Proteus,s__Proteus mirabilis,4,An,1
Met5678_refinement_out_metawrap_50_10_bins_bin.8,d__Bacteria,p__Firmicutes_C,c__Negativicutes,o__Veillonellales,f__Megasphaeraceae,g__Megasphaera,s__Megasphaera massiliensis,48,An,1
Met5686_refinement_out_metawrap_50_10_bins_bin.8,d__Bacteria,p__Firmicutes,c__Bacilli,o__Erysipelotrichales,f__Erysipelotrichaceae,g__Longicatena,s__Longicatena caecimuris,15,Ic,1
Met5687_refinement_out_metawrap_50_10_bins_bin.8,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Tissierellales,f__Peptoniphilaceae,g__Peptoniphilus_A,s__,15,An,1
Met5688_refinement_out_metawrap_50_10_bins_bin.8,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Tissierellales,f__Peptoniphilaceae,g__Anaerococcus,s__Anaerococcus senegalensis,35,Fg,1
Met5689_refinement_out_metawrap_50_10_bins_bin.8,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Lactiplantibacillus,s__Lactiplantibacillus plantarum,35,An,1
Met5694_refinement_out_metawrap_50_10_bins_bin.8,d__Bacteria,p__Firmicutes,c__Bacilli,o__Erysipelotrichales,f__Coprobacillaceae,g__Erysipelatoclostridium,s__Erysipelatoclostridium ramosum,23,Ic,1
Met5696_refinement_out_metawrap_50_10_bins_bin.8,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Providencia,s__Providencia stuartii,23,An,1
Met5700_refinement_out_metawrap_50_10_bins_bin.8,d__Bacteria,p__Actinobacteriota,c__Coriobacteriia,o__Coriobacteriales,f__Eggerthellaceae,g__Eggerthella,s__Eggerthella lenta,53,An,1
Met5704_refinement_out_metawrap_50_10_bins_bin.8,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Prevotella,s__Prevotella sp900548585,5,Ic,2
Met5705_refinement_out_metawrap_50_10_bins_bin.8,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Actinomycetales,f__Actinomycetaceae,g__Gleimia,s__Gleimia hominis,5,Fg,2
Met5706_refinement_out_metawrap_50_10_bins_bin.8,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Aphodousia,s__Aphodousia faecalis,5,An,2
Met5714_refinement_out_metawrap_50_10_bins_bin.8,d__Bacteria,p__Firmicutes_C,c__Negativicutes,o__Veillonellales,f__Dialisteraceae,g__Dialister,s__Dialister sp001553355,15,An,2
Met5715_refinement_out_metawrap_50_10_bins_bin.8,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Tannerellaceae,g__Parabacteroides,s__Parabacteroides distasonis,15,Ic,2
Met5717_refinement_out_metawrap_50_10_bins_bin.8,d__Bacteria,p__Firmicutes,c__Bacilli,o__Erysipelotrichales,f__Erysipelotrichaceae,g__Bulleidia,s__Bulleidia moorei,15,N,2
Met5718_refinement_out_metawrap_50_10_bins_bin.8,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Proteus,s__Proteus mirabilis,2,An,2
Met5720_refinement_out_metawrap_50_10_bins_bin.8,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Proteus,s__Proteus mirabilis,2,Fg,2
Met5723_refinement_out_metawrap_50_10_bins_bin.8,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae,g__Pseudomonas,s__Pseudomonas aeruginosa,4,An,2
Met5725_refinement_out_metawrap_50_10_bins_bin.8,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Aerococcaceae,g__Aerococcus,s__,4,Fg,2
Met5730_refinement_out_metawrap_50_10_bins_bin.8,d__Bacteria,p__Synergistota,c__Synergistia,o__Synergistales,f__Dethiosulfovibrionaceae,g__Jonquetella,s__Jonquetella anthropi,2,Fg,3
Met5732_refinement_out_metawrap_50_10_bins_bin.8,d__Bacteria,p__Firmicutes,c__Bacilli,o__Erysipelotrichales,f__Erysipelotrichaceae,g__Longicatena,s__Longicatena caecimuris,2,Ic,3
Met5735_refinement_out_metawrap_50_10_bins_bin.8,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Streptococcus,s__Streptococcus constellatus,15,N,3
Met5737_refinement_out_metawrap_50_10_bins_bin.8,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Tissierellales,f__Peptoniphilaceae,g__Fenollaria,s__Fenollaria massiliensis,15,An,3
Met5738_refinement_out_metawrap_50_10_bins_bin.8,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Mycobacteriales,f__Mycobacteriaceae,g__Lawsonella,s__,5,Tw,3
Met5739_refinement_out_metawrap_50_10_bins_bin.8,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Tissierellales,f__Peptoniphilaceae,g__Anaerococcus,s__,5,Fg,3
Met5740_refinement_out_metawrap_50_10_bins_bin.8,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae,g__Flavobacterium,s__Flavobacterium injenense,5,Ic,3
Met5748_refinement_out_metawrap_50_10_bins_bin.8,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Moraxellaceae,g__Moraxella_A,s__Moraxella_A atlantae,4,Fg,3
Met5750_refinement_out_metawrap_50_10_bins_bin.8,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Proteus,s__Proteus mirabilis,4,Ic,3
Met5752_refinement_out_metawrap_50_10_bins_bin.8,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Oscillospirales,f__Oscillospiraceae,g__Scatomorpha,s__Scatomorpha intestinigallinarum,54,Fg,1
Met5753_refinement_out_metawrap_50_10_bins_bin.8,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Christensenellales,f__CAG-74,g__Limiplasma,s__Limiplasma pullistercoris,54,Ic,1
Met5759_refinement_out_metawrap_50_10_bins_bin.8,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Bacteroides,s__Bacteroides uniformis,17,An,1
Met5761_refinement_out_metawrap_50_10_bins_bin.8,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Tissierellales,f__Peptoniphilaceae,g__Anaerococcus,s__Anaerococcus senegalensis,17,Tw,1
Met5762_refinement_out_metawrap_50_10_bins_bin.8,d__Bacteria,p__Firmicutes,c__Bacilli,o__Staphylococcales,f__Staphylococcaceae,g__Staphylococcus,s__Staphylococcus hominis,31,Fg,1
Met5766_refinement_out_metawrap_50_10_bins_bin.8,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Providencia,s__Providencia stuartii,13,Ic,1
Met5769_refinement_out_metawrap_50_10_bins_bin.8,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Propionibacteriales,f__Propionibacteriaceae,g__Cutibacterium,s__Cutibacterium acnes,25,An,1
Met5778_refinement_out_metawrap_50_10_bins_bin.8,d__Bacteria,p__Firmicutes_C,c__Negativicutes,o__Veillonellales,f__Veillonellaceae,g__Veillonella_A,s__Veillonella_A seminalis,40,An,1
Met5780_refinement_out_metawrap_50_10_bins_bin.8,d__Bacteria,p__Firmicutes,c__Bacilli,o__Staphylococcales,f__Staphylococcaceae,g__Staphylococcus,s__Staphylococcus pettenkoferi,40,Tw,1
Met5781_refinement_out_metawrap_50_10_bins_bin.8,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Providencia,s__Providencia stuartii,34,An,1
Met5782_refinement_out_metawrap_50_10_bins_bin.8,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Mycobacteriales,f__Mycobacteriaceae,g__Corynebacterium,s__Corynebacterium sp900539985,34,Ic,1
Met5784_refinement_out_metawrap_50_10_bins_bin.8,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Tissierellales,f__Peptoniphilaceae,g__Anaerococcus,s__,16,Tw,1
Met5787_refinement_out_metawrap_50_10_bins_bin.8,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae,g__Pseudomonas,s__Pseudomonas aeruginosa,11,An,1
Met5788_refinement_out_metawrap_50_10_bins_bin.8,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Providencia,s__Providencia stuartii,11,Ic,1
Met5789_refinement_out_metawrap_50_10_bins_bin.8,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Klebsiella,s__Klebsiella pneumoniae,27,An,1
Met5791_refinement_out_metawrap_50_10_bins_bin.8,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Mediterraneibacter,s__,27,Ic,1
Met5795_refinement_out_metawrap_50_10_bins_bin.8,d__Bacteria,p__Firmicutes,c__Bacilli,o__Staphylococcales,f__Staphylococcaceae,g__Staphylococcus,s__Staphylococcus pettenkoferi,3,Fg,1
Met5796_refinement_out_metawrap_50_10_bins_bin.8,d__Bacteria,p__Campylobacterota,c__Campylobacteria,o__Campylobacterales,f__Campylobacteraceae,g__Campylobacter_B,s__Campylobacter_B ureolyticus,3,Ic,1
Met5799_refinement_out_metawrap_50_10_bins_bin.8,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Clostridium_AP,s__Clostridium_AP sp000509125,26,An,1
Met5803_refinement_out_metawrap_50_10_bins_bin.8,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Saccharofermentanales,f__,g__,s__,18,Fg,1
Met5804_refinement_out_metawrap_50_10_bins_bin.8,d__Bacteria,p__Actinobacteriota,c__Coriobacteriia,o__Coriobacteriales,f__Atopobiaceae,g__Lancefieldella,s__Lancefieldella parvula,18,Ic,1
Met5809_refinement_out_metawrap_50_10_bins_bin.8,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Merdisoma,s__Merdisoma faecalis,38,An,1
Met5812_refinement_out_metawrap_50_10_bins_bin.8,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Christensenellales,f__Christensenellaceae,g__Christensenella,s__Christensenella hongkongensis,41,An,1
Met5815_refinement_out_metawrap_50_10_bins_bin.8,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Phocaeicola,s__Phocaeicola dorei,54,An,2
Met7486_refinement_outMetawrap_50_10_bins_bin.8,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Alloprevotella,s__Alloprevotella sp015259235,15,N,1
